-0.001617, -0.001648, -0.001617, -0.001587, -0.001587, -0.001678, -0.001526, -0.001709, -0.001617, -0.001740, -0.001678, -0.001770, -0.001770, -0.001831, -0.001862, -0.001862, -0.001862, -0.001923, -0.001831, -0.002014, -0.001831, -0.002014, -0.001953, -0.001892, -0.002106, -0.001953, -0.002014, -0.002014, -0.002014, -0.001984, -0.002075, -0.002014, -0.002014, -0.001984, -0.002045, -0.001953, -0.001984, -0.001984, -0.001831, -0.002045, 
-0.001862, -0.002045, -0.001740, -0.002014, -0.001801, -0.001923, -0.001709, -0.001862, -0.001831, -0.001801, -0.001709, -0.001801, -0.001587, -0.001831, -0.001526, -0.001740, -0.001648, -0.001709, -0.001587, -0.001678, -0.001495, -0.001709, -0.001465, -0.001648, -0.001526, -0.001526, -0.001526, -0.001373, -0.001617, -0.001404, -0.001556, -0.001373, -0.001434, -0.001526, -0.001465, -0.001526, -0.001526, -0.001587, -0.001556, -0.001587, 
-0.001617, -0.001556, -0.001648, -0.001648, -0.001587, -0.001709, -0.001648, -0.001678, -0.001709, -0.001678, -0.001831, -0.001709, -0.001892, -0.001801, -0.001953, -0.001923, -0.001984, -0.002014, -0.002075, -0.002136, -0.002106, -0.002197, -0.002167, -0.002228, -0.002136, -0.002136, -0.002106, -0.002106, -0.002075, -0.001923, -0.002014, -0.001831, -0.002014, -0.001678, -0.001984, -0.001740, -0.001801, -0.001831, -0.001740, -0.001740, 
-0.001862, -0.001678, -0.001831, -0.001709, -0.001862, -0.001648, -0.001770, -0.001648, -0.001770, -0.001556, -0.001678, -0.001556, -0.001495, -0.001495, -0.001404, -0.001343, -0.001282, -0.001251, -0.001251, -0.001251, -0.001190, -0.001312, -0.001190, -0.001190, -0.001221, -0.001221, -0.001251, -0.001160, -0.001190, -0.001160, -0.001221, -0.001251, -0.001282, -0.001343, -0.001190, -0.001495, -0.001251, -0.001495, -0.001434, -0.001465, 
-0.001587, -0.001495, -0.001617, -0.001556, -0.001709, -0.001587, -0.001709, -0.001740, -0.001801, -0.001740, -0.001892, -0.001801, -0.001862, -0.001923, -0.001862, -0.001923, -0.001862, -0.001984, -0.001862, -0.001923, -0.001801, -0.001892, -0.001801, -0.002014, -0.001831, -0.002075, -0.001801, -0.002014, -0.001892, -0.001892, -0.001953, -0.001770, -0.002045, -0.001709, -0.001892, -0.001740, -0.001801, -0.001526, -0.001770, -0.001526, 
-0.001648, -0.001526, -0.001465, -0.001434, -0.001404, -0.001434, -0.001465, -0.001404, -0.001434, -0.001343, -0.001404, -0.001373, -0.001373, -0.001343, -0.001373, -0.001312, -0.001343, -0.001160, -0.001251, -0.001129, -0.001160, -0.001221, -0.001160, -0.001343, -0.001129, -0.001343, -0.001190, -0.001312, -0.001312, -0.001282, -0.001434, -0.001495, -0.001404, -0.001526, -0.001434, -0.001556, -0.001526, -0.001526, -0.001587, -0.001465, 
-0.001648, -0.001465, -0.001587, -0.001526, -0.001465, -0.001587, -0.001617, -0.001587, -0.001617, -0.001617, -0.001617, -0.001678, -0.001678, -0.001831, -0.001740, -0.001770, -0.001770, -0.001709, -0.001740, -0.001770, -0.001678, -0.001831, -0.001617, -0.001770, -0.001678, -0.001617, -0.001709, -0.001648, -0.001709, -0.001556, -0.001556, -0.001404, -0.001617, -0.001404, -0.001465, -0.001343, -0.001312, -0.001343, -0.001221, -0.001312, 
-0.001160, -0.001251, -0.001129, -0.001190, -0.001160, -0.001099, -0.001221, -0.001038, -0.001190, -0.001190, -0.001190, -0.001251, -0.001312, -0.001160, -0.001373, -0.001190, -0.001373, -0.001282, -0.001404, -0.001373, -0.001251, -0.001343, -0.001373, -0.001282, -0.001373, -0.001312, -0.001404, -0.001251, -0.001465, -0.001251, -0.001434, -0.001312, -0.001465, -0.001373, -0.001587, -0.001465, -0.001617, -0.001495, -0.001709, -0.001617, 
-0.001892, -0.001617, -0.001862, -0.001617, -0.001923, -0.001648, -0.001801, -0.001740, -0.001648, -0.001617, -0.001648, -0.001434, -0.001617, -0.001465, -0.001526, -0.001495, -0.001404, -0.001495, -0.001373, -0.001434, -0.001373, -0.001373, -0.001434, -0.001251, -0.001373, -0.001282, -0.001251, -0.001221, -0.001160, -0.001221, -0.001099, -0.001160, -0.001099, -0.001068, -0.001129, -0.000977, -0.001099, -0.000977, -0.001068, -0.001007, 
-0.001099, -0.001068, -0.001007, -0.001068, -0.000977, -0.001068, -0.001007, -0.001038, -0.001129, -0.001099, -0.001129, -0.001099, -0.001099, -0.001099, -0.001099, -0.001129, -0.001068, -0.001221, -0.001099, -0.001282, -0.001190, -0.001221, -0.001282, -0.001343, -0.001404, -0.001434, -0.001434, -0.001495, -0.001526, -0.001495, -0.001495, -0.001495, -0.001556, -0.001526, -0.001617, -0.001556, -0.001587, -0.001617, -0.001556, -0.001587, 
-0.001556, -0.001495, -0.001556, -0.001434, -0.001587, -0.001282, -0.001556, -0.001373, -0.001373, -0.001373, -0.001251, -0.001343, -0.001251, -0.001190, -0.001221, -0.001190, -0.001068, -0.001099, -0.001038, -0.001068, -0.001068, -0.001068, -0.001007, -0.001068, -0.000977, -0.001007, -0.000916, -0.000916, -0.001068, -0.000946, -0.000977, -0.000854, -0.000916, -0.000854, -0.000916, -0.000702, -0.000824, -0.000641, -0.000854, -0.000549, 
-0.000885, -0.000610, -0.000885, -0.000702, -0.000885, -0.000702, -0.000916, -0.000854, -0.000885, -0.001038, -0.001038, -0.001099, -0.001068, -0.001160, -0.001129, -0.001251, -0.001190, -0.001282, -0.001343, -0.001282, -0.001434, -0.001221, -0.001526, -0.001404, -0.001434, -0.001404, -0.001404, -0.001373, -0.001495, -0.001465, -0.001404, -0.001465, -0.001434, -0.001343, -0.001434, -0.001404, -0.001251, -0.001495, -0.001221, -0.001495, 
-0.001343, -0.001312, -0.001373, -0.001343, -0.001373, -0.001434, -0.001190, -0.001434, -0.001221, -0.001373, -0.001160, -0.001221, -0.001160, -0.001129, -0.001190, -0.001007, -0.001129, -0.000946, -0.001007, -0.000854, -0.000916, -0.000793, -0.000854, -0.000763, -0.000854, -0.000671, -0.000763, -0.000610, -0.000763, -0.000641, -0.000732, -0.000702, -0.000732, -0.000732, -0.000763, -0.000854, -0.000793, -0.000854, -0.000824, -0.000824, 
